In [1]: %run create_time_graph_files.py
310: start day= 134.414; elapsed secs, days= 15537, 0.180;  # nodes,edges= 29483, 215882
311: start day= 134.593; elapsed secs, days= 17262, 0.200;  # nodes,edges= 29508, 216437
312: start day= 134.793; elapsed secs, days= 34669, 0.401;  # nodes,edges= 29509, 216524
313: start day= 135.195; elapsed secs, days= 22435, 0.260;  # nodes,edges= 29516, 217029
314: start day= 135.454; elapsed secs, days= 15249, 0.176;  # nodes,edges= 29540, 217645
315: start day= 135.631; elapsed secs, days= 20864, 0.241;  # nodes,edges= 29554, 218029
316: start day= 135.872; elapsed secs, days= 34936, 0.404;  # nodes,edges= 29554, 218076
317: start day= 136.277; elapsed secs, days= 18880, 0.219;  # nodes,edges= 29569, 218569
318: start day= 136.495; elapsed secs, days= 16105, 0.186;  # nodes,edges= 29593, 219081
319: start day= 136.681; elapsed secs, days= 28566, 0.331;  # nodes,edges= 29605, 219349
320: start day= 137.012; elapsed secs, days= 33924, 0.393;  # nodes,edges= 29607, 219527
321: start day= 137.405; elapsed secs, days= 21674, 0.251;  # nodes,edges= 29623, 220017
322: start day= 137.656; elapsed secs, days= 34823, 0.403;  # nodes,edges= 29635, 220155
323: start day= 138.059; elapsed secs, days= 40023, 0.463;  # nodes,edges= 29636, 220207
324: start day= 138.522; elapsed secs, days= 36528, 0.423;  # nodes,edges= 29636, 220248
325: start day= 138.945; elapsed secs, days= 36810, 0.426;  # nodes,edges= 29638, 220332
326: start day= 139.371; elapsed secs, days= 37385, 0.433;  # nodes,edges= 29638, 220385
327: start day= 139.803; elapsed secs, days= 42173, 0.488;  # nodes,edges= 29638, 220408
328: start day= 140.292; elapsed secs, days= 40620, 0.470;  # nodes,edges= 29639, 220556
329: start day= 140.762; elapsed secs, days= 43210, 0.500;  # nodes,edges= 29639, 220626
330: start day= 141.262; elapsed secs, days= 19510, 0.226;  # nodes,edges= 29658, 221225
331: start day= 141.488; elapsed secs, days= 15210, 0.176;  # nodes,edges= 29677, 221672
332: start day= 141.664; elapsed secs, days= 24680, 0.286;  # nodes,edges= 29690, 221946
333: start day= 141.949; elapsed secs, days= 34111, 0.395;  # nodes,edges= 29690, 222009
334: start day= 142.344; elapsed secs, days= 14965, 0.173;  # nodes,edges= 29699, 222533
335: start day= 142.517; elapsed secs, days= 14614, 0.169;  # nodes,edges= 29717, 222941
336: start day= 142.686; elapsed secs, days= 25264, 0.292;  # nodes,edges= 29721, 223115
337: start day= 142.979; elapsed secs, days= 31774, 0.368;  # nodes,edges= 29721, 223188
338: start day= 143.347; elapsed secs, days= 15776, 0.183;  # nodes,edges= 29739, 223764
339: start day= 143.529; elapsed secs, days= 16354, 0.189;  # nodes,edges= 29758, 224271
340: start day= 143.718; elapsed secs, days= 37762, 0.437;  # nodes,edges= 29761, 224426
341: start day= 144.156; elapsed secs, days= 31940, 0.370;  # nodes,edges= 29776, 224801
342: start day= 144.525; elapsed secs, days= 33328, 0.386;  # nodes,edges= 29791, 225094
343: start day= 144.911; elapsed secs, days= 54573, 0.632;  # nodes,edges= 29791, 225173
344: start day= 145.543; elapsed secs, days= 49552, 0.574;  # nodes,edges= 29792, 225220
345: start day= 146.116; elapsed secs, days= 51715, 0.599;  # nodes,edges= 29793, 225297
346: start day= 146.715; elapsed secs, days= 80720, 0.934;  # nodes,edges= 29825, 225961
347: start day= 147.649; elapsed secs, days= 81469, 0.943;  # nodes,edges= 29848, 226643
348: start day= 148.592; elapsed secs, days= 60536, 0.701;  # nodes,edges= 29859, 226936
349: start day= 149.292; elapsed secs, days= 17496, 0.203;  # nodes,edges= 29878, 227434
350: start day= 149.495; elapsed secs, days= 15038, 0.174;  # nodes,edges= 29901, 227875
351: start day= 149.669; elapsed secs, days= 25565, 0.296;  # nodes,edges= 29913, 228121
352: start day= 149.965; elapsed secs, days= 34427, 0.398;  # nodes,edges= 29915, 228207
353: start day= 150.363; elapsed secs, days= 15706, 0.182;  # nodes,edges= 29935, 228637
354: start day= 150.545; elapsed secs, days= 15811, 0.183;  # nodes,edges= 29953, 228981
355: start day= 150.728; elapsed secs, days= 30072, 0.348;  # nodes,edges= 29954, 229070
356: start day= 151.076; elapsed secs, days= 29282, 0.339;  # nodes,edges= 29957, 229207
357: start day= 151.415; elapsed secs, days= 19564, 0.226;  # nodes,edges= 29970, 229591
358: start day= 151.642; elapsed secs, days= 31053, 0.359;  # nodes,edges= 29978, 229719
359: start day= 152.001; elapsed secs, days= 97867, 1.133;  # nodes,edges= 29981, 229818
360: start day= 153.134; elapsed secs, days= 34225, 0.396;  # nodes,edges= 29982, 229852
361: start day= 153.530; elapsed secs, days= 35877, 0.415;  # nodes,edges= 29982, 229926
362: start day= 153.945; elapsed secs, days= 35166, 0.407;  # nodes,edges= 29985, 229996
363: start day= 154.352; elapsed secs, days= 15006, 0.174;  # nodes,edges= 30009, 230442
364: start day= 154.526; elapsed secs, days= 15629, 0.181;  # nodes,edges= 30034, 230859
365: start day= 154.707; elapsed secs, days= 28338, 0.328;  # nodes,edges= 30040, 230996
366: start day= 155.035; elapsed secs, days= 29439, 0.341;  # nodes,edges= 30041, 231091
367: start day= 155.375; elapsed secs, days= 14917, 0.173;  # nodes,edges= 30065, 231544
368: start day= 155.548; elapsed secs, days= 15025, 0.174;  # nodes,edges= 30086, 231906
369: start day= 155.722; elapsed secs, days= 29581, 0.342;  # nodes,edges= 30094, 232020
370: start day= 156.064; elapsed secs, days= 28401, 0.329;  # nodes,edges= 30099, 232167
371: start day= 156.393; elapsed secs, days= 15633, 0.181;  # nodes,edges= 30118, 232596
372: start day= 156.574; elapsed secs, days= 16560, 0.192;  # nodes,edges= 30149, 233010
373: start day= 156.766; elapsed secs, days= 33864, 0.392;  # nodes,edges= 30151, 233069
374: start day= 157.158; elapsed secs, days= 24034, 0.278;  # nodes,edges= 30159, 233346
375: start day= 157.436; elapsed secs, days= 15472, 0.179;  # nodes,edges= 30182, 233768
376: start day= 157.615; elapsed secs, days= 16097, 0.186;  # nodes,edges= 30194, 234078
377: start day= 157.801; elapsed secs, days= 34108, 0.395;  # nodes,edges= 30195, 234165
378: start day= 158.196; elapsed secs, days= 26143, 0.303;  # nodes,edges= 30208, 234486
379: start day= 158.498; elapsed secs, days= 22704, 0.263;  # nodes,edges= 30223, 234747
380: start day= 158.761; elapsed secs, days= 38713, 0.448;  # nodes,edges= 30223, 234777
381: start day= 159.209; elapsed secs, days= 36988, 0.428;  # nodes,edges= 30223, 234829
382: start day= 159.637; elapsed secs, days= 34665, 0.401;  # nodes,edges= 30224, 234859
383: start day= 160.039; elapsed secs, days= 37233, 0.431;  # nodes,edges= 30224, 234933
384: start day= 160.470; elapsed secs, days= 40041, 0.463;  # nodes,edges= 30224, 234996
385: start day= 160.933; elapsed secs, days= 34888, 0.404;  # nodes,edges= 30225, 235107
386: start day= 161.337; elapsed secs, days= 15644, 0.181;  # nodes,edges= 30247, 235596
387: start day= 161.518; elapsed secs, days= 16221, 0.188;  # nodes,edges= 30270, 235969
388: start day= 161.706; elapsed secs, days= 32253, 0.373;  # nodes,edges= 30271, 236046
389: start day= 162.079; elapsed secs, days= 26091, 0.302;  # nodes,edges= 30276, 236259
390: start day= 162.381; elapsed secs, days= 15975, 0.185;  # nodes,edges= 30301, 236656
391: start day= 162.566; elapsed secs, days= 18092, 0.209;  # nodes,edges= 30326, 236948
392: start day= 162.775; elapsed secs, days= 52662, 0.610;  # nodes,edges= 30332, 237151
393: start day= 163.385; elapsed secs, days= 64574, 0.747;  # nodes,edges= 30362, 237677
394: start day= 164.132; elapsed secs, days= 22927, 0.265;  # nodes,edges= 30372, 237900
395: start day= 164.397; elapsed secs, days= 15123, 0.175;  # nodes,edges= 30398, 238282
396: start day= 164.572; elapsed secs, days= 16343, 0.189;  # nodes,edges= 30425, 238596
397: start day= 164.762; elapsed secs, days= 51793, 0.599;  # nodes,edges= 30427, 238698
398: start day= 165.361; elapsed secs, days= 68428, 0.792;  # nodes,edges= 30447, 238978
399: start day= 166.153; elapsed secs, days= 37688, 0.436;  # nodes,edges= 30448, 239045
400: start day= 166.589; elapsed secs, days= 39378, 0.456;  # nodes,edges= 30448, 239109
401: start day= 167.045; elapsed secs, days= 36292, 0.420;  # nodes,edges= 30448, 239126
402: start day= 167.465; elapsed secs, days= 36049, 0.417;  # nodes,edges= 30448, 239186
403: start day= 167.882; elapsed secs, days= 34439, 0.399;  # nodes,edges= 30448, 239226
404: start day= 168.281; elapsed secs, days= 15219, 0.176;  # nodes,edges= 30462, 239675
405: start day= 168.457; elapsed secs, days= 15283, 0.177;  # nodes,edges= 30501, 240088
406: start day= 168.634; elapsed secs, days= 23602, 0.273;  # nodes,edges= 30519, 240339
407: start day= 168.907; elapsed secs, days= 33469, 0.387;  # nodes,edges= 30519, 240379
408: start day= 169.294; elapsed secs, days= 15410, 0.178;  # nodes,edges= 30536, 240841
409: start day= 169.473; elapsed secs, days= 14639, 0.169;  # nodes,edges= 30554, 241236
410: start day= 169.642; elapsed secs, days= 22021, 0.255;  # nodes,edges= 30567, 241404
411: start day= 169.897; elapsed secs, days= 31826, 0.368;  # nodes,edges= 30568, 241430
412: start day= 170.265; elapsed secs, days= 16966, 0.196;  # nodes,edges= 30585, 241836
413: start day= 170.462; elapsed secs, days= 16225, 0.188;  # nodes,edges= 30615, 242265
414: start day= 170.650; elapsed secs, days= 30852, 0.357;  # nodes,edges= 30629, 242453
415: start day= 171.007; elapsed secs, days= 32065, 0.371;  # nodes,edges= 30632, 242645
416: start day= 171.378; elapsed secs, days= 17026, 0.197;  # nodes,edges= 30653, 243090
417: start day= 171.575; elapsed secs, days= 23508, 0.272;  # nodes,edges= 30670, 243390
418: start day= 171.847; elapsed secs, days= 40374, 0.467;  # nodes,edges= 30670, 243435
419: start day= 172.314; elapsed secs, days= 22500, 0.260;  # nodes,edges= 30689, 243770
420: start day= 172.575; elapsed secs, days= 37061, 0.429;  # nodes,edges= 30700, 243935
421: start day= 173.004; elapsed secs, days= 41264, 0.478;  # nodes,edges= 30700, 243990
422: start day= 173.481; elapsed secs, days= 42881, 0.496;  # nodes,edges= 30702, 244054
423: start day= 173.978; elapsed secs, days= 44857, 0.519;  # nodes,edges= 30702, 244132
424: start day= 174.497; elapsed secs, days= 62292, 0.721;  # nodes,edges= 30702, 244228
425: start day= 175.218; elapsed secs, days= 71057, 0.822;  # nodes,edges= 30745, 246580
426: start day= 176.040; elapsed secs, days= 28548, 0.330;  # nodes,edges= 30749, 247766
427: start day= 176.371; elapsed secs, days= 16006, 0.185;  # nodes,edges= 30758, 248865
428: start day= 176.556; elapsed secs, days= 18091, 0.209;  # nodes,edges= 30791, 249806
429: start day= 176.765; elapsed secs, days= 35130, 0.407;  # nodes,edges= 30791, 250025
430: start day= 177.172; elapsed secs, days= 21862, 0.253;  # nodes,edges= 30800, 250909
431: start day= 177.425; elapsed secs, days= 15550, 0.180;  # nodes,edges= 30829, 251615
432: start day= 177.605; elapsed secs, days= 22829, 0.264;  # nodes,edges= 30843, 252190
433: start day= 177.869; elapsed secs, days= 34772, 0.402;  # nodes,edges= 30843, 252299
434: start day= 178.271; elapsed secs, days= 17215, 0.199;  # nodes,edges= 30869, 253039
435: start day= 178.471; elapsed secs, days= 16053, 0.186;  # nodes,edges= 30894, 253601
436: start day= 178.657; elapsed secs, days= 30401, 0.352;  # nodes,edges= 30904, 253916
437: start day= 179.008; elapsed secs, days= 33401, 0.387;  # nodes,edges= 30906, 254152
438: start day= 179.395; elapsed secs, days= 22105, 0.256;  # nodes,edges= 30914, 254801
439: start day= 179.651; elapsed secs, days= 39485, 0.457;  # nodes,edges= 30914, 254936
440: start day= 180.108; elapsed secs, days= 47367, 0.548;  # nodes,edges= 30914, 255040
441: start day= 180.656; elapsed secs, days= 42073, 0.487;  # nodes,edges= 30915, 255188
442: start day= 181.143; elapsed secs, days= 39015, 0.452;  # nodes,edges= 30915, 255258
443: start day= 181.595; elapsed secs, days= 42264, 0.489;  # nodes,edges= 30916, 255377
444: start day= 182.084; elapsed secs, days= 26479, 0.306;  # nodes,edges= 30922, 255809
445: start day= 182.390; elapsed secs, days= 16004, 0.185;  # nodes,edges= 30939, 256303
446: start day= 182.575; elapsed secs, days= 21378, 0.247;  # nodes,edges= 30956, 256724
447: start day= 182.823; elapsed secs, days= 37122, 0.430;  # nodes,edges= 30956, 256795
448: start day= 183.253; elapsed secs, days= 17860, 0.207;  # nodes,edges= 30975, 257326
449: start day= 183.459; elapsed secs, days= 15881, 0.184;  # nodes,edges= 31007, 257724
450: start day= 183.643; elapsed secs, days= 27475, 0.318;  # nodes,edges= 31016, 257928
451: start day= 183.961; elapsed secs, days= 31001, 0.359;  # nodes,edges= 31017, 258011
452: start day= 184.320; elapsed secs, days= 15446, 0.179;  # nodes,edges= 31039, 258564
453: start day= 184.499; elapsed secs, days= 15248, 0.176;  # nodes,edges= 31067, 258913
454: start day= 184.675; elapsed secs, days= 28176, 0.326;  # nodes,edges= 31071, 259024
455: start day= 185.001; elapsed secs, days= 28120, 0.325;  # nodes,edges= 31073, 259090
456: start day= 185.327; elapsed secs, days= 14900, 0.172;  # nodes,edges= 31096, 259569
457: start day= 185.499; elapsed secs, days= 15290, 0.177;  # nodes,edges= 31115, 259923
458: start day= 185.676; elapsed secs, days= 29768, 0.345;  # nodes,edges= 31118, 260030
459: start day= 186.021; elapsed secs, days= 29976, 0.347;  # nodes,edges= 31122, 260122
460: start day= 186.368; elapsed secs, days= 20995, 0.243;  # nodes,edges= 31135, 260449
461: start day= 186.611; elapsed secs, days= 34755, 0.402;  # nodes,edges= 31141, 260566
462: start day= 187.013; elapsed secs, days= 39028, 0.452;  # nodes,edges= 31142, 260602
463: start day= 187.465; elapsed secs, days= 37029, 0.429;  # nodes,edges= 31142, 260633
464: start day= 187.893; elapsed secs, days= 36716, 0.425;  # nodes,edges= 31142, 260706
465: start day= 188.318; elapsed secs, days= 37379, 0.433;  # nodes,edges= 31142, 260778
466: start day= 188.751; elapsed secs, days= 39568, 0.458;  # nodes,edges= 31142, 260815
467: start day= 189.209; elapsed secs, days= 20605, 0.238;  # nodes,edges= 31147, 261142
468: start day= 189.447; elapsed secs, days= 16910, 0.196;  # nodes,edges= 31163, 261538
469: start day= 189.643; elapsed secs, days= 29323, 0.339;  # nodes,edges= 31172, 261712
470: start day= 189.982; elapsed secs, days= 31067, 0.360;  # nodes,edges= 31174, 261820
471: start day= 190.342; elapsed secs, days= 16738, 0.194;  # nodes,edges= 31191, 262258
472: start day= 190.536; elapsed secs, days= 17622, 0.204;  # nodes,edges= 31206, 262657
473: start day= 190.740; elapsed secs, days= 35567, 0.412;  # nodes,edges= 31207, 262696
474: start day= 191.151; elapsed secs, days= 23701, 0.274;  # nodes,edges= 31218, 262978
475: start day= 191.425; elapsed secs, days= 16990, 0.197;  # nodes,edges= 31241, 263374
476: start day= 191.622; elapsed secs, days= 27179, 0.315;  # nodes,edges= 31253, 263550
477: start day= 191.937; elapsed secs, days= 33644, 0.389;  # nodes,edges= 31253, 263613
478: start day= 192.326; elapsed secs, days= 14944, 0.173;  # nodes,edges= 31277, 263955
479: start day= 192.499; elapsed secs, days= 17123, 0.198;  # nodes,edges= 31300, 264314
480: start day= 192.697; elapsed secs, days= 36320, 0.420;  # nodes,edges= 31301, 264368
481: start day= 193.118; elapsed secs, days= 29493, 0.341;  # nodes,edges= 31308, 264567
482: start day= 193.459; elapsed secs, days= 25425, 0.294;  # nodes,edges= 31312, 264810
483: start day= 193.753; elapsed secs, days= 42394, 0.491;  # nodes,edges= 31312, 264832
484: start day= 194.244; elapsed secs, days= 38967, 0.451;  # nodes,edges= 31314, 264875
485: start day= 194.695; elapsed secs, days= 38968, 0.451;  # nodes,edges= 31314, 264942
486: start day= 195.146; elapsed secs, days= 39582, 0.458;  # nodes,edges= 31314, 264969
487: start day= 195.604; elapsed secs, days= 42946, 0.497;  # nodes,edges= 31314, 265026
488: start day= 196.101; elapsed secs, days= 26298, 0.304;  # nodes,edges= 31324, 265284
489: start day= 196.405; elapsed secs, days= 16835, 0.195;  # nodes,edges= 31340, 265687
490: start day= 196.600; elapsed secs, days= 23434, 0.271;  # nodes,edges= 31350, 265924
491: start day= 196.872; elapsed secs, days= 35634, 0.412;  # nodes,edges= 31351, 265965
492: start day= 197.284; elapsed secs, days= 16643, 0.193;  # nodes,edges= 31366, 266370
493: start day= 197.477; elapsed secs, days= 15632, 0.181;  # nodes,edges= 31383, 266697
494: start day= 197.658; elapsed secs, days= 27688, 0.320;  # nodes,edges= 31391, 266853
495: start day= 197.978; elapsed secs, days= 31676, 0.367;  # nodes,edges= 31392, 266960
496: start day= 198.345; elapsed secs, days= 18260, 0.211;  # nodes,edges= 31414, 267491
497: start day= 198.556; elapsed secs, days= 22150, 0.256;  # nodes,edges= 31431, 267853
498: start day= 198.812; elapsed secs, days= 41835, 0.484;  # nodes,edges= 31431, 267914
499: start day= 199.297; elapsed secs, days= 18340, 0.212;  # nodes,edges= 31443, 268286
500: start day= 199.509; elapsed secs, days= 17603, 0.204;  # nodes,edges= 31461, 268651
501: start day= 199.713; elapsed secs, days= 38532, 0.446;  # nodes,edges= 31462, 268712
502: start day= 200.159; elapsed secs, days= 28206, 0.326;  # nodes,edges= 31471, 269008
503: start day= 200.485; elapsed secs, days= 24251, 0.281;  # nodes,edges= 31476, 269244
504: start day= 200.766; elapsed secs, days= 46668, 0.540;  # nodes,edges= 31479, 269317
505: start day= 201.306; elapsed secs, days= 41201, 0.477;  # nodes,edges= 31481, 269403
506: start day= 201.783; elapsed secs, days= 41632, 0.482;  # nodes,edges= 31481, 269438
507: start day= 202.265; elapsed secs, days= 41382, 0.479;  # nodes,edges= 31481, 269501
508: start day= 202.743; elapsed secs, days= 66036, 0.764;  # nodes,edges= 31494, 269883
509: start day= 203.508; elapsed secs, days= 60742, 0.703;  # nodes,edges= 31508, 270179
510: start day= 204.211; elapsed secs, days= 20498, 0.237;  # nodes,edges= 31521, 270554
511: start day= 204.448; elapsed secs, days= 15887, 0.184;  # nodes,edges= 31540, 271191
512: start day= 204.632; elapsed secs, days= 25963, 0.300;  # nodes,edges= 31559, 271618
513: start day= 204.932; elapsed secs, days= 33889, 0.392;  # nodes,edges= 31559, 271670
514: start day= 205.325; elapsed secs, days= 15623, 0.181;  # nodes,edges= 31573, 271993
515: start day= 205.505; elapsed secs, days= 16752, 0.194;  # nodes,edges= 31586, 272332
516: start day= 205.699; elapsed secs, days= 32528, 0.376;  # nodes,edges= 31593, 272397
517: start day= 206.076; elapsed secs, days= 26857, 0.311;  # nodes,edges= 31598, 272569
518: start day= 206.387; elapsed secs, days= 15942, 0.185;  # nodes,edges= 31611, 272964
519: start day= 206.571; elapsed secs, days= 19009, 0.220;  # nodes,edges= 31628, 273245
520: start day= 206.791; elapsed secs, days= 37753, 0.437;  # nodes,edges= 31628, 273275
521: start day= 207.228; elapsed secs, days= 23686, 0.274;  # nodes,edges= 31641, 273568
522: start day= 207.502; elapsed secs, days= 26526, 0.307;  # nodes,edges= 31646, 273743
523: start day= 207.809; elapsed secs, days= 40389, 0.467;  # nodes,edges= 31646, 273762
524: start day= 208.277; elapsed secs, days= 40595, 0.470;  # nodes,edges= 31646, 273795
525: start day= 208.747; elapsed secs, days= 41259, 0.478;  # nodes,edges= 31646, 273862
526: start day= 209.224; elapsed secs, days= 41128, 0.476;  # nodes,edges= 31646, 273904
527: start day= 209.700; elapsed secs, days= 39680, 0.459;  # nodes,edges= 31646, 273933
528: start day= 210.159; elapsed secs, days= 22104, 0.256;  # nodes,edges= 31661, 274204
529: start day= 210.415; elapsed secs, days= 19410, 0.225;  # nodes,edges= 31688, 274599
530: start day= 210.640; elapsed secs, days= 36023, 0.417;  # nodes,edges= 31697, 274719
531: start day= 211.057; elapsed secs, days= 30306, 0.351;  # nodes,edges= 31712, 274936
532: start day= 211.408; elapsed secs, days= 18771, 0.217;  # nodes,edges= 31728, 275276
533: start day= 211.625; elapsed secs, days= 58700, 0.679;  # nodes,edges= 31735, 275443
534: start day= 212.304; elapsed secs, days= 60157, 0.696;  # nodes,edges= 31778, 276040
535: start day= 213.001; elapsed secs, days= 39128, 0.453;  # nodes,edges= 31798, 276391
536: start day= 213.453; elapsed secs, days= 23057, 0.267;  # nodes,edges= 31809, 276811
537: start day= 213.720; elapsed secs, days= 40516, 0.469;  # nodes,edges= 31810, 276857
538: start day= 214.189; elapsed secs, days= 28168, 0.326;  # nodes,edges= 31817, 277086
539: start day= 214.515; elapsed secs, days= 33645, 0.389;  # nodes,edges= 31825, 277277
540: start day= 214.905; elapsed secs, days= 45731, 0.529;  # nodes,edges= 31825, 277302
541: start day= 215.434; elapsed secs, days= 39707, 0.460;  # nodes,edges= 31825, 277337
542: start day= 215.894; elapsed secs, days= 40855, 0.473;  # nodes,edges= 31825, 277417
543: start day= 216.366; elapsed secs, days= 43631, 0.505;  # nodes,edges= 31825, 277473
544: start day= 216.871; elapsed secs, days= 39139, 0.453;  # nodes,edges= 31825, 277549
545: start day= 217.324; elapsed secs, days= 18336, 0.212;  # nodes,edges= 31849, 277962
546: start day= 217.537; elapsed secs, days= 22538, 0.261;  # nodes,edges= 31870, 278245
547: start day= 217.797; elapsed secs, days= 40130, 0.464;  # nodes,edges= 31870, 278278
548: start day= 218.262; elapsed secs, days= 19861, 0.230;  # nodes,edges= 31887, 278633
549: start day= 218.492; elapsed secs, days= 19115, 0.221;  # nodes,edges= 31901, 278981
550: start day= 218.713; elapsed secs, days= 35342, 0.409;  # nodes,edges= 31902, 279030
551: start day= 219.122; elapsed secs, days= 25632, 0.297;  # nodes,edges= 31911, 279300
552: start day= 219.419; elapsed secs, days= 18245, 0.211;  # nodes,edges= 31930, 279694
553: start day= 219.630; elapsed secs, days= 27830, 0.322;  # nodes,edges= 31942, 279868
554: start day= 219.952; elapsed secs, days= 33850, 0.392;  # nodes,edges= 31944, 279953
555: start day= 220.344; elapsed secs, days= 18417, 0.213;  # nodes,edges= 31960, 280284
556: start day= 220.557; elapsed secs, days= 25053, 0.290;  # nodes,edges= 31974, 280521
557: start day= 220.847; elapsed secs, days= 41916, 0.485;  # nodes,edges= 31974, 280575
558: start day= 221.332; elapsed secs, days= 25390, 0.294;  # nodes,edges= 31992, 280934
559: start day= 221.626; elapsed secs, days= 41086, 0.476;  # nodes,edges= 31995, 281020
560: start day= 222.101; elapsed secs, days= 43247, 0.501;  # nodes,edges= 31997, 281048
561: start day= 222.602; elapsed secs, days= 41366, 0.479;  # nodes,edges= 31998, 281111
562: start day= 223.081; elapsed secs, days= 42075, 0.487;  # nodes,edges= 31998, 281126
563: start day= 223.568; elapsed secs, days= 45366, 0.525;  # nodes,edges= 31998, 281186
564: start day= 224.093; elapsed secs, days= 28533, 0.330;  # nodes,edges= 32007, 281446
565: start day= 224.423; elapsed secs, days= 19120, 0.221;  # nodes,edges= 32045, 281933
566: start day= 224.644; elapsed secs, days= 37234, 0.431;  # nodes,edges= 32048, 282088
567: start day= 225.075; elapsed secs, days= 66007, 0.764;  # nodes,edges= 32092, 282766
568: start day= 225.839; elapsed secs, days= 40790, 0.472;  # nodes,edges= 32092, 282850
569: start day= 226.311; elapsed secs, days= 15150, 0.175;  # nodes,edges= 32129, 283336
570: start day= 226.487; elapsed secs, days= 14856, 0.172;  # nodes,edges= 32150, 283631
571: start day= 226.659; elapsed secs, days= 27223, 0.315;  # nodes,edges= 32158, 283766
572: start day= 226.974; elapsed secs, days= 30422, 0.352;  # nodes,edges= 32161, 283817
573: start day= 227.326; elapsed secs, days= 15822, 0.183;  # nodes,edges= 32186, 284224
574: start day= 227.509; elapsed secs, days= 16626, 0.192;  # nodes,edges= 32213, 284570
575: start day= 227.701; elapsed secs, days= 31940, 0.370;  # nodes,edges= 32218, 284641
576: start day= 228.071; elapsed secs, days= 28588, 0.331;  # nodes,edges= 32221, 284769
577: start day= 228.402; elapsed secs, days= 20190, 0.234;  # nodes,edges= 32233, 285039
578: start day= 228.636; elapsed secs, days= 40833, 0.473;  # nodes,edges= 32237, 285116
579: start day= 229.108; elapsed secs, days= 35698, 0.413;  # nodes,edges= 32238, 285184
580: start day= 229.521; elapsed secs, days= 30864, 0.357;  # nodes,edges= 32238, 285234
581: start day= 229.879; elapsed secs, days= 39790, 0.461;  # nodes,edges= 32238, 285285
582: start day= 230.339; elapsed secs, days= 42086, 0.487;  # nodes,edges= 32238, 285339
583: start day= 230.826; elapsed secs, days= 39695, 0.459;  # nodes,edges= 32238, 285370
584: start day= 231.286; elapsed secs, days= 15598, 0.181;  # nodes,edges= 32267, 285889
585: start day= 231.466; elapsed secs, days= 14803, 0.171;  # nodes,edges= 32299, 286282
586: start day= 231.638; elapsed secs, days= 23873, 0.276;  # nodes,edges= 32304, 286475
587: start day= 231.914; elapsed secs, days= 34988, 0.405;  # nodes,edges= 32306, 286528
588: start day= 232.319; elapsed secs, days= 14985, 0.173;  # nodes,edges= 32325, 286880
589: start day= 232.492; elapsed secs, days= 14211, 0.164;  # nodes,edges= 32349, 287214
590: start day= 232.657; elapsed secs, days= 27407, 0.317;  # nodes,edges= 32352, 287372
591: start day= 232.974; elapsed secs, days= 31145, 0.360;  # nodes,edges= 32354, 287446
592: start day= 233.334; elapsed secs, days= 16388, 0.190;  # nodes,edges= 32379, 287912
593: start day= 233.524; elapsed secs, days= 14636, 0.169;  # nodes,edges= 32420, 288304
594: start day= 233.694; elapsed secs, days= 29142, 0.337;  # nodes,edges= 32429, 288435
595: start day= 234.031; elapsed secs, days= 29262, 0.339;  # nodes,edges= 32431, 288592
596: start day= 234.370; elapsed secs, days= 16327, 0.189;  # nodes,edges= 32450, 289010
597: start day= 234.559; elapsed secs, days= 21607, 0.250;  # nodes,edges= 32476, 289331
598: start day= 234.809; elapsed secs, days= 45906, 0.531;  # nodes,edges= 32478, 289417
599: start day= 235.340; elapsed secs, days= 25418, 0.294;  # nodes,edges= 32497, 289720
600: start day= 235.634; elapsed secs, days= 52463, 0.607;  # nodes,edges= 32504, 289795
601: start day= 236.241; elapsed secs, days= 58603, 0.678;  # nodes,edges= 32504, 289829
602: start day= 236.920; elapsed secs, days= 56259, 0.651;  # nodes,edges= 32504, 289871
603: start day= 237.571; elapsed secs, days= 57255, 0.663;  # nodes,edges= 32504, 289896
604: start day= 238.233; elapsed secs, days= 56647, 0.656;  # nodes,edges= 32504, 289967
605: start day= 238.889; elapsed secs, days= 41655, 0.482;  # nodes,edges= 32507, 290118
606: start day= 239.371; elapsed secs, days= 16667, 0.193;  # nodes,edges= 32533, 290539
607: start day= 239.564; elapsed secs, days= 20954, 0.243;  # nodes,edges= 32555, 290856
608: start day= 239.807; elapsed secs, days= 59272, 0.686;  # nodes,edges= 32573, 291212
609: start day= 240.493; elapsed secs, days= 56049, 0.649;  # nodes,edges= 32606, 291613
610: start day= 241.141; elapsed secs, days= 23011, 0.266;  # nodes,edges= 32623, 291975
611: start day= 241.408; elapsed secs, days= 15630, 0.181;  # nodes,edges= 32655, 292383
612: start day= 241.589; elapsed secs, days= 21997, 0.255;  # nodes,edges= 32682, 292671
613: start day= 241.843; elapsed secs, days= 40858, 0.473;  # nodes,edges= 32684, 292734
614: start day= 242.316; elapsed secs, days= 22223, 0.257;  # nodes,edges= 32702, 293054
615: start day= 242.573; elapsed secs, days= 34855, 0.403;  # nodes,edges= 32708, 293187
616: start day= 242.977; elapsed secs, days= 100180, 1.159;  # nodes,edges= 32708, 293267
617: start day= 244.136; elapsed secs, days= 44547, 0.516;  # nodes,edges= 32708, 293316
618: start day= 244.652; elapsed secs, days= 46557, 0.539;  # nodes,edges= 32708, 293380
619: start day= 245.191; elapsed secs, days= 20639, 0.239;  # nodes,edges= 32719, 293716
